user_id,location,age
196140,"melbourne, victoria, australia",47.0
3260,"lawrenceville, georgia, usa",45.0
26523,"milltown, new jersey, usa",33.0
116339,"loveland, ohio, usa",37.0
53527,"toronto, ontario, canada",38.0
65918,"columbia, south carolina, usa",
127926,"lafayette, louisiana, usa",26.0
155397,"providence, rhode island, usa",22.0
67250,"danville, vermont, usa",
231412,"hilton head island, south carolina, usa",66.0
191740,"oakland, california, usa",
72458,"phoenix, arizona, usa",41.0
139182,"lévis, québec, canada",
157698,"ryde, isle of wight, united kingdom",28.0
164479,"uppsala, uppland, sweden",
211640,"scunthorpe, north lincolnshire, united kingdom",16.0
264372,"edinburgh, scotland, united kingdom",28.0
229854,"halifax, nova scotia, canada",25.0
256794,"everett, washington, usa",25.0
189453,"tucson, arizona, usa",29.0
228826,"milwaukee, wisconsin, usa",
144661,"santa cruz, california, usa",53.0
69010,"toronto, ontario, canada",39.0
219955,"sunnyvale, california, usa",34.0
268100,"logandale, nevada, usa",35.0
113466,"ironwood, michigan, usa",
10497,"rijswijk, zuid-holland, netherlands",46.0
40804,"milwaukie, ,",
134988,"pocatello, idaho, usa",26.0
277506,"srq, florida, usa",
71694,"fall river, nova scotia, canada",
237001,"ahwatukee, arizona, usa",
3283,"duisburg, nordrhein-westfalen, germany",19.0
3289,"petawawa, ontario, canada",38.0
128138,"fergus, ontario, canada",25.0
166257,"xenia, ohio, usa",26.0
179749,"odessa, florida, usa",
267789,"arlington, texas, usa",
9143,"madrid, madrid, spain",47.0
33408,"barcelona, catalunya - barcelona, spain",39.0
40664,"majadahonda, madrid, spain",27.0
191143,"barcelona, barcelona, spain",22.0
200602,"tarragona, catalunya, spain",32.0
201603,"barcelona, barcelona, spain",19.0
274849,"barcelona, barcelona, spain",25.0
3296,"rochester, minnesota, usa",63.0
6253,"inverness, scotland, united kingdom",39.0
29949,"vancouver, british columbia, canada",
32362,"columbus, ohio, usa",
237581,"ottawa, ontario, canada",
5971,"lisboa, lisboa, portugal",34.0
3315,"tamworth, new south wales, australia",51.0
3320,"cuenca, alaska, spain",
153842,"cuenca, cuenca, spain",42.0
19753,"st.louis, missouri, usa",14.0
75668,"bamberg, bayern, germany",37.0
80015,"tacoma, washington, usa",44.0
116769,"welland, ontario, canada",
138850,"carson, california, usa",17.0
151910,"houston, texas, usa",
157033,"heerenveen, -, netherlands",42.0
157288,"rio rancho, new mexico, usa",
172723,"toledo, ohio, usa",40.0
182612,"portland, oregon, usa",18.0
195455,"southern, south dakota, usa",
209155,"medicine lodge, kansas, usa",
214736,"newbury park, california, usa",
225086,"st.louis, missouri, usa",
250447,"west valley, utah, usa",38.0
266294,"berwick, ontario, canada",
269635,"la, california, usa",
277529,"st. thomas, virgin islands, usa",
100908,"philadelphia, pennsylvania, usa",
151766,"davis, california, usa",
258306,"regina, saskatchewan, canada",
258665,"seattle, washington, usa",16.0
53943,"pioneer, california, usa",
86284,"pine grove, california, usa",65.0
278161,"edgewood, washington, usa",
187536,"kelkheim, hessen, germany",36.0
274835,"lã¼neburg, niedersachsen, deutschland",33.0
82684,"oberhausen, nordrhein-westfalen, germany",
140826,"nordkirchen, nordrhein-westfalen, germany",34.0
240093,"augsburg, bayern, germany",22.0
119642,"frankfurt am main, hessen, germany",
175612,"frankfurt am main, hessen, germany",32.0
246782,"grebenstein, hessen, germany",26.0
18134,"ulm, baden-wuerttemberg, germany",23.0
218799,"wien, wien, austria",26.0
209585,"dortmund, nrw, germany",
133910,"berlin, berlin, germany",36.0
153783,"detmold, nordrhein-westfalen, germany",48.0
23838,"münchen, bayern, germany",21.0
33426,"dresden, sachsen, germany",
108706,"klagenfurt, kaernten, austria",33.0
164307,"waghäusel, baden-wuerttemberg, germany",27.0
237074,"alsdorf, nordrhein-westfalen, germany",38.0
261091,"schaffhausen, schaffhausen, switzerland",32.0
11198,"stuttgart, baden-wuerttemberg, germany",45.0
35099,"jena, thueringen, germany",19.0
86583,"stuttgart, , germany",31.0
202239,"hamburg, hamburg, germany",
214714,"ludwigsburg, baden-württemberg, germany",
247082,"nürnberg, bayern, germany",21.0
269973,"koeln, nordrhein-westfalen, germany",29.0
273520,"nürnberg, bayern, germany",
84867,"frankfurt am main, hessen, germany",34.0
225960,"babenhausen, hessen, germany",
131843,"berlin, berlin, germany",42.0
14926,"leichlingen, nordrhein-westfalen, germany",20.0
273461,"near chemnitz, sachsen, germany",17.0
17702,"bochum, nordrhein-westfalen, germany",21.0
25079,"stuttgart, baden-wuerttemberg, germany",54.0
174297,"frankfurt am main, hessen, germany",29.0
118625,"bielefeld, nordrhein-westfalen, germany",51.0
178886,"haan, nordrhein-westfalen, germany",24.0
239702,"hannover, niedersachsen, germany",32.0
3328,"apo, ae, usa",
222679,"richmond, virginia, usa",
14643,"sydney, new south wales, australia",18.0
43734,"olympia, washington, usa",28.0
44091,"ann arbor, michigan, usa",
66849,"harrogate, england, united kingdom",33.0
245298,"olympia, washington, usa",35.0
130450,"surrey, ,",
199175,"colac, victoria, australia",17.0
94719,"st. louis, missouri, usa",
209187,"reading, pennsylvania, usa",29.0
210783,"huntsville, texas, usa",59.0
258846,"medina, ohio, usa",56.0
6545,"winnipeg, manitoba, canada",25.0
57959,"bloomington, indiana, usa",
165590,"waukesha, wisconsin, usa",26.0
171260,"guttenberg, new jersey, usa",
272379,"evanston, illinois, usa",
276027,"clifton heights, pennsylvania, usa",29.0
7884,"marietta, georgia, usa",
55379,"pflugerville, texas, usa",33.0
64500,"lancaster, california, usa",
158079,"new port richey, florida, usa",49.0
176627,"scarborough, ontario, canada",
234646,"venice, florida, usa",50.0
32342,"bloomington, illinois, usa",
105986,"petersburg, illinois, usa",
119370,"dartmouth, nova scotia, canada",
142274,"homer city, pennsylvania, usa",68.0
227368,"poughkeepsie, new york, usa",
93245,"enfield, new hampshire, usa",
177070,"st. louis, missouri, usa",
255014,"mendham, new jersey, usa",
9703,"brainerd, minnesota, usa",25.0
126662,"fort myers, florida, usa",
143271,"calgary, alberta, canada",40.0
182084,"clinton, indiana, usa",28.0
101562,"lake mary, florida, usa",
130984,"st. louis, missouri, usa",38.0
208523,"pearland, texas, usa",35.0
65128,"lake helen, florida, usa",32.0
93282,"lakeville, minnesota, usa",
107020,"martinsville, indiana, usa",
211455,"little rock, arkansas, usa",27.0
215856,"roseville, california, usa",
222801,"orleans, ontario, canada",
38987,"canton, ohio, usa",
34040,"berkeley, california, usa",32.0
42665,"beaverton, ,",
169757,"liberty, missouri, usa",59.0
189565,"oro valley, arizona, usa",43.0
3332,"hartlepool, cleveland, united kingdom",54.0
114223,"london, england, united kingdom",25.0
131177,"christchurch, canterbury, new zealand",18.0
268965,"gateshead, england, united kingdom",33.0
102607,"orleans, ontario, canada",18.0
102899,"kardinya, western australia, australia",
157154,"utrecht, the netherlands, netherlands",28.0
116370,"jacksonville, north carolina, usa",
139129,"lakewood, ohio, usa",38.0
171252,"north royalton, ohio, usa",59.0
58418,"kansas city, missouri, usa",39.0
119198,"kansas city, missouri, usa",
153201,"montvale, new jersey, usa",37.0
162641,"virginia beach, virginia, usa",24.0
205390,"piscataway, new jersey, usa",
222880,"kansas city, missouri, usa",41.0
225154,"new york, new york, usa",37.0
43391,"tucson, arizona, usa",55.0
247835,"ausin, texas, usa",30.0
51062,"ann arbor, michigan, usa",14.0
157413,"melbourne beach, florida, usa",15.0
178097,"kentwood, michigan, usa",17.0
265983,"baltimore, maryland, usa",
130812,"munroe falls, ohio, usa",26.0
146798,"amherst, massachusetts, usa",23.0
253193,"bentley, alberta, canada",
4035,"alameda, california, usa",60.0
13960,"ottawa, ontario, canada",23.0
58198,"n. potomac, maryland, usa",16.0
101026,"chicago, illinois, usa",
104542,"burrillville, rhode island, usa",
127136,"chicago, illinois, usa",24.0
137414,"mountain view, california, usa",39.0
138616,"seoul, s.k., south korea",34.0
165144,"camano island, washington, usa",
168273,"st. johns, newfoundland, canada",17.0
169386,"rochester, new york, usa",
187876,"rochester, new york, usa",
194476,"717 willrush st, california, usa",49.0
204509,"los angeles, california, usa",
215371,"elverson, pennsylvania, usa",
216139,"peterborough, ontario, canada",41.0
238939,"raynham, massachusetts, usa",17.0
240381,"denver, colorado, usa",
250525,"manhattan, kansas, usa",
264433,"thunder bay, ontario, canada",18.0
271072,"sequim, washington, usa",
103597,"chicago, illinois, usa",
269712,"knollwood, illinois, usa",17.0
120950,"san francisco, california, usa",
78298,"somerville, massachusetts, usa",24.0
246483,"tampa, florida, usa",
67351,"seaford, virginia, usa",28.0
86832,"oakland, california, usa",
193395,"arlington, texas, usa",
205947,"pleasant hill, california, usa",
18385,"north plainfield, new jersey, usa",33.0
197131,"college station, texas, usa",32.0
207734,"columbia, south carolina, usa",46.0
237441,"napa, california, usa",17.0
242153,"portland, oregon, usa",
204731,"carver, massachusetts, usa",14.0
266687,"gloucester, virginia, usa",47.0
92827,"foster city, california, usa",15.0
157632,"berkeley, california, usa",
211733,"southampton, england, united kingdom",18.0
156111,"wakefield, massachusetts, usa",15.0
148125,"wien, wien, austria",
170186,"tehran, n/a, iran",27.0
255966,"winnipeg, manitoba, canada",
274602,"ipoh, perak, malaysia",18.0
275239,"san francisco, california, usa",49.0
3355,"barcelona, barcelona, spain",19.0
39750,"barcelona, cataluña, spain",50.0
50723,"barcelona, catalunya, spain",37.0
157347,"el masnou (barcelona), cataluña, spain",32.0
194033,"barcelona, , spain",39.0
229283,"cartagena, murcia, spain",23.0
240418,"barcelona, catalunya, spain",34.0
3357,"spokane, washington, usa",
55324,"paradise valley, arizona, usa",
95584,"walnut creek, california, usa",
152643,"new bedford, ,",
266636,"walnut creek, california, usa",
70510,"prairie village, kansas, usa",56.0
12576,"lisboa, n/a, portugal",
28543,"ipoh, ,",28.0
116796,"santa claus, indiana, usa",75.0
156799,"lisbon, lisbon, portugal",
135473,"portales, ,",24.0
116403,"castle hayne, north carolina, usa",33.0
200268,"omaha, nebraska, usa",
212799,"atlanta, georgia, usa",36.0
252426,"franklin, massachusetts, usa",
38004,"arroyo grande, california, usa",44.0
47903,"apo, ae, germany",29.0
67248,"myrtle beach, south carolina, usa",23.0
71777,"chicago, illinois, usa",34.0
88828,"san francisoc, california, usa",40.0
92981,"bailey, mississippi, usa",36.0
106374,"cleveland, ohio, usa",16.0
167542,"brington  huntington, england, united kingdom",36.0
209047,"randolph, new jersey, usa",22.0
213812,"springfield, illinois, usa",18.0
226700,"long beach, california, usa",
237789,"spangdahlem, ,",22.0
105156,"kensington, maryland, usa",22.0
161645,"las cruces, new mexico, usa",47.0
91290,"storm lake, iowa, usa",
125841,"sac city, iowa, usa",18.0
67944,"philadelphia, pennsylvania, usa",59.0
73892,"chula vista, california, usa",
196742,"auburn, massachusetts,",
140991,"tarpon springs, florida, usa",
261982,"bradenton, florida, usa",13.0
77499,"providence, rhode island, usa",
89131,"cedar, michigan, usa",
138985,"atascocita, n/a, usa",
163600,"burbank, california, usa",17.0
231334,"cedar, michigan, usa",
22439,"san francisco, california, usa",
112736,"lacey, washington, usa",50.0
122632,"caldrithig, ontario, canada",31.0
187172,"paris, kentucky, usa",19.0
226429,"st. louis, missouri, usa",
249389,"doylestown, oklahoma, usa",48.0
268801,"great neck, new york, usa",51.0
55620,"oakland, illinois, usa",37.0
119737,"fullerton, california, usa",
130274,"meriden, connecticut, usa",
132438,"aiken, south carolina, usa",
140012,"golden, colorado, usa",17.0
251272,"cleveland, tennessee, usa",37.0
276189,"beaverton, oregon, usa",46.0
61206,"folsom, louisiana, usa",
113996,"helena, alabama, usa",
146117,"lansdale, pennsylvania, usa",44.0
211997,"atlanta, georgia, usa",62.0
257952,"seymour, texas, usa",
232486,"olathe, kansas, usa",53.0
66934,"jacksonville, florida, usa",
72778,"schnecksville, pennsylvania, usa",54.0
94173,"chatham, ontario, canada",42.0
114509,"knoxville, tennessee, usa",
157410,"stittsville, ontario, canada",25.0
227135,"chandler, ,",31.0
77022,"neche, north dakota, usa",
78631,"brooklyn, new york, usa",
120770,"fairfax, virginia, usa",26.0
126627,"san diego, california, usa",
249776,"irving, texas, usa",
262899,"aurora, colorado, usa",37.0
47925,"lynnwood, washington, usa",
28775,"vancouver, washington, usa",
72882,"prairie village, kansas, usa",64.0
134356,"baltimore, maryland, usa",
139837,"santee, california, usa",
227258,"windsor, connecticut, usa",24.0
22071,"north adams, massachusetts, usa",
45285,"tampa, florida, usa",16.0
74648,"torrance, california, usa",15.0
105254,"edmonton, alberta, canada",22.0
130966,"coral gables, florida, usa",
134807,"uxbridge, massachusetts, usa",
142084,"salt lake city, utah, usa",
170363,"prince george, british columbia, canada",18.0
203975,"davis, california, usa",
221473,"calgary, alberta, canada",19.0
237239,"elmwood park, illinois, usa",
247454,"north adams, massachusetts, usa",
138074,"santiago, santiago,",
60287,"olympia, washington, usa",42.0
78249,"sacramento, cs, usa",
12573,"mesquite, texas, usa",20.0
155130,"fairlawn, ohio, usa",17.0
262977,"akron, ohio, usa",17.0
166478,"woodside, ,",30.0
135908,"palo alto, california, usa",25.0
92846,"warminster, england, united kingdom",17.0
195520,"stansted, essex, united kingdom",45.0
205260,"woking, surrey, united kingdom",19.0
83113,"shrewsbury, england, united kingdom",30.0
97697,"bronx, new york, usa",37.0
147370,"half moon bay, california, usa",51.0
197020,"silver spring, maryland, usa",
198998,"chula vista, california, usa",
246657,"bendigo, victoria, australia",26.0
148048,"new richmond, wisconsin, usa",31.0
145485,"jamesville, new york, usa",
236481,"placitas, new mexico, usa",
29891,"vancouver, british columbia, canada",13.0
9800,"huntsville, alabama, usa",36.0
46706,"chippenham, england, united kingdom",38.0
213657,"london, england, united kingdom",28.0
223292,"tallahassee, florida, usa",33.0
227168,"moraga, california, usa",17.0
61087,"chicago, illinois, usa",35.0
105533,"pittsburgh, pennsylvania, usa",20.0
150969,"simpsonville, south carolina, usa",
169832,"cambridge, england, united kingdom",
188524,"london, england, united kingdom",28.0
19345,"boston, massachusetts, usa",
115969,"pompton plains, new jersey, usa",27.0
198837,"cinci, ohio, usa",16.0
262819,"troy, new york, usa",
264172,"olathe, kansas, usa",20.0
114750,"eglin afb, florida, usa",25.0
238686,"burlington, washington, usa",14.0
128158,"king of prussia, pennsylvania, usa",
45536,"comox, british columbia, canada",33.0
196062,"dublin, california, usa",
228404,"winchester, massachusetts, usa",
258849,"boston, massachusetts, usa",
163128,"virginia beach, virginia, usa",
271476,"thorold, ontario, canada",
22478,"nice, maritime alps, france",
30833,"abita springs, louisiana, usa",
35039,"santa barbara, california, usa",51.0
85802,"memphis, tennessee, usa",
99299,"reidsville, north carolina, usa",26.0
140990,"philomath, oregon, usa",
154698,"canberra, australian capital territory, australia",
179765,"scappoose, oregon, usa",56.0
196287,"louisville, kentucky, usa",
208768,"gig harbor, washington, usa",
214829,"portland, oregon, usa",
232305,"boulder, colorado, usa",
232308,"austin, ,",
235155,"mandeville, louisiana, usa",
21803,"eureka, missouri, usa",59.0
77688,"schaumburg, illinois, usa",36.0
135626,"west end, north carolina, usa",69.0
145994,"houston, texas, usa",
169569,"nuku`alofa, n/a, tonga",56.0
199673,"stevens point, wisconsin, usa",
245911,"maple grove, minnesota, usa",50.0
51210,"lake city, michigan, usa",37.0
123732,"minnetonka, minnesota, usa",45.0
145671,"santa rosa, california, usa",
38824,"santa clarita, california, usa",38.0
239148,"portland, oregon, usa",56.0
96925,"kingston, ontario, canada",
150089,"whittier, california, usa",31.0
176714,"brooklyn, new york, usa",
269665,"yorktown, new york, usa",37.0
23655,"bath, maine, usa",26.0
127014,"fresno, ,",
142112,"downingtown, pennsylvania, usa",
229780,"painesville, ohio, usa",48.0
272140,"victoria, british columbia, canada",
103849,"pinehurst, north carolina, usa",
200394,"waukesha, wisconsin, usa",56.0
97279,"rochester hills, michigan, usa",16.0
197533,"chicago, illinois, usa",42.0
79341,"toronto, ontario, canada",
204159,"toronto, ontario, canada",
226623,"victoria, texas, usa",
253891,"christchurch, n/a, new zealand",
149145,"simsbury, connecticut, usa",
153508,"mobile, alabama, usa",29.0
209371,"blowing rock, north carolina, usa",
30669,"hamilton, ontario, canada",23.0
85658,"munich, bayern, germany",36.0
149789,"beaverdell, ,",
28779,"adelaide, south australia, australia",26.0
40627,"würzburg, franconia, germany",29.0
59492,"guttenberg, iowa, usa",
134321,"wellsville, new york, usa",
166301,"union city, new jersey, usa",21.0
166637,"sioux falls, south dakota, usa",54.0
179293,"kenosha, wisconsin, usa",
182881,"budapest, pest megye, hungary",23.0
211692,"toronto, ontario, canada",21.0
224644,"seattle, washington, usa",
229446,"fairbanks, ,",
258636,"tulsa, oklahoma, usa",
87208,"bel nor, missouri, usa",52.0
171944,"bakersfield, california, usa",
262728,"columbia, missouri, usa",61.0
262761,"ljubljana, not available, slovenia",
102504,"chico, texas, usa",37.0
18753,"roma, roma, italy",
51986,"phoenix, arizona, usa",25.0
95079,"manchester, england, united kingdom",
259501,"yorkville, illinois, usa",
23914,"belvidere, tennessee, usa",65.0
26314,"east greenwich, rhode island, usa",26.0
39758,"huntsville, alabama, usa",42.0
64607,"huntsville, alabama, usa",40.0
90512,"brescia, lombardia, italy",34.0
104176,"carmichael, california, usa",
254999,"north royalton, ohio, usa",
272040,"atlanta, georgia, usa",
17266,"gray, maine, usa",
46169,"moneta, virginia, usa",
52926,"caribou, maine, usa",58.0
59907,"new orleans, louisiana, usa",35.0
152706,"seattle, washington, usa",
269623,"north pole, alaska, usa",
16381,"rochester, new york, usa",34.0
51921,"bayonne, new jersey, usa",55.0
83783,"willmar, minnesota, usa",19.0
130873,"fargo, north dakota, usa",22.0
167443,"woodinville, washington, usa",
190627,"chicago, ,",31.0
243708,"new york, new york, usa",35.0
36186,"toronto, ontario, canada",37.0
121033,"s. deerfield, massachusetts, usa",29.0
192413,"elverta, california, usa",
194637,"etters, pennsylvania, usa",35.0
208191,"lititz, pennsylvania, usa",
18038,"miami, florida, usa",29.0
62680,"williamsburg, virginia, usa",27.0
93175,"austin, ,",20.0
127309,"melbourne, victoria, australia",
212413,"foxboro, ontario,",27.0
111456,"richmond, california, usa",36.0
167052,"delft, zuid holland, netherlands",29.0
214407,"winchester, kentucky, usa",32.0
226783,"st. petersburg, florida, usa",
238489,"sittingbourne, kent, united kingdom",28.0
264277,"richmond, virginia, usa",39.0
25521,"crawfordville, florida, usa",24.0
64053,"coffs harbour, new south wales, australia",36.0
106638,"orlando, florida, usa",22.0
130616,"schofield barracks, hawaii, usa",21.0
44290,"buzzards bay, massachusetts, usa",28.0
133773,"college station, texas, usa",
247747,"portsmouth, ohio, usa",
152956,"spooner, wisconsin, usa",19.0
131952,"houston, ,",47.0
209033,"houston, , usa",
8738,"thornhill, ontario, canada",
119509,"seki city, gifu, japan",
227009,"christchurch, canterbury, new zealand",
234964,"dracut, massachusetts, usa",29.0
175303,"lafayette, indiana, usa",26.0
254186,"new milford, connecticut, usa",39.0
15470,"carlsbad, california, usa",38.0
185053,"waikoloa, hawaii, usa",
265565,"san francisco, california, usa",
107265,"cherry hill, new jersey, usa",36.0
196976,"chagrin falls, ohio, usa",30.0
231757,"atlanta, georgia, usa",21.0
252637,"columbus, georgia, usa",30.0
267346,"fountain, north carolina,",
132479,"jefferson city, tennessee, usa",21.0
143772,"coral cables, florida, usa",51.0
34465,"richmond, virginia, usa",
36488,"barcelona, catalunya, spain",24.0
130147,"san diego, california, usa",
17781,"pittsburg, california, usa",19.0
236074,"olympia, washington, usa",
246463,"moberly, ,",
112857,"maple ridge, british columbia, canada",
137807,"villas, new jersey, usa",
174327,"state college, pennsylvania, usa",59.0
221086,"saskatoon, saskatchewan, canada",31.0
264679,"severna park, maryland, usa",
144500,"new york, new york, usa",34.0
218326,"washington, dc, usa",23.0
278024,"merritt island, florida, usa",67.0
15169,"storrs, connecticut, usa",21.0
20620,"shaker heights, ohio, usa",16.0
45993,"smyrna, georgia, usa",
77640,"waltham, massachusetts, usa",28.0
119456,"phoenixville, pennsylvania, usa",34.0
121602,"manchester, new hampshire, usa",
171579,"london, england, united kingdom",24.0
191316,"cheswick, pennsylvania, usa",15.0
194436,"colton, california, usa",17.0
202006,"homeland, california, usa",
202210,"crystal, minnesota, usa",15.0
233244,"calgary, alberta, canada",16.0
248054,"marietta, georgia, usa",
254124,"bozeman, montana, usa",15.0
263456,"upminster, england, united kingdom",
185113,"orleans, ,",
231899,"las vegas, nevada, usa",19.0
121989,"dyer brook, maine, usa",
71224,"richmond, kentucky, usa",
171451,"york, pennsylvania, usa",11.0
43388,"chicago, illinois, usa",42.0
130365,"hayward, california, usa",
205251,"philadelphia, pennsylvania, usa",
210028,"new york, new york, usa",21.0
98947,"ladner, british columbia, canada",44.0
175578,"bismarck, north dakota, usa",39.0
97851,"cary, north carolina, usa",
114556,"granby, massachusetts, usa",
154637,"stockholm, n/a, sweden",33.0
6990,"omaha, nebraska, usa",29.0
51839,"stuarts draft, virginia, usa",44.0
70087,"los angeles, california, usa",
100210,"cleveland, ohio, usa",33.0
106468,"birchrunville, pennsylvania, usa",38.0
116464,"new smyrna beach, florida, usa",21.0
125863,"new york, new york, usa",
135127,"new york city, new york, usa",
178755,"nashville, tennessee, usa",
232164,"roselle, illinois, usa",
232471,"wien, wien, austria",34.0
261468,"herndon, virginia, usa",38.0
266669,"amarillo, texas, usa",
273651,"austin, texas, usa",
20706,"birmingham, alabama, usa",28.0
200406,"st. charles, missouri, usa",30.0
208717,"parker, colorado, usa",
19248,"perry, florida, usa",46.0
19655,"castle rock, colorado, usa",
16058,"new york, new york, usa",34.0
40145,"winnipeg, manitoba, canada",35.0
59290,"seattle, washington, usa",
174103,"northbrook, illinois, usa",33.0
231858,"charlestown, massachusetts, usa",
245338,"corpus christi, texas, usa",
246987,"oak ridge, tennessee, usa",
102595,"somerville, massachusetts, usa",
265213,"santa barbara, california,",
126437,"houston, , usa",33.0
199571,"baltimore, maryland, usa",26.0
53301,"milpitas, california, usa",29.0
21028,"miami beach, florida, usa",67.0
34867,"north augusta, ,",
139149,"dawson creek, british columbia, canada",
169025,"grande prairie, alberta, canada",
183210,"foxboro, wisconsin, usa",46.0
58265,"kuwait, n/a, kuwait",19.0
128291,"slidell, louisiana, usa",19.0
22432,"bartlesville, oklahoma, usa",35.0
200574,"colorado springs, colorado, usa",42.0
215042,"memphis, tennessee, usa",34.0
41010,"keene, new hampshire, usa",17.0
180600,"harker heights, texas, usa",16.0
197270,"deventer, gelderland, netherlands",
199984,"duxbury, massachusetts, usa",
216335,"napa, california, usa",15.0
238689,"toronto, ontario, canada",
262169,"walled lake, michigan, usa",15.0
269562,"lake oswego, oregon, usa",16.0
155515,"hillsboro, oregon, usa",
32891,"winston-salem, north carolina, usa",
136751,"lakewood, ohio, usa",16.0
157009,"tucson, arizona, usa",
236699,"lexington, south carolina, usa",40.0
145371,"longbranch, new jersey, usa",34.0
92591,"bellflower, california, usa",
160745,"knoxville, tennessee, usa",
21493,"nanaimo, british columbia, canada",
52649,"vancouver, british columbia, canada",
81654,"reading, michigan, usa",46.0
95215,"new orleans, louisiana, usa",
207977,"walker, louisiana, usa",
214299,"flossmoor, illinois, usa",
66625,"knoxville, tennessee, usa",
171770,"ellenton, florida, usa",52.0
208618,"westerly, rhode island, usa",
249419,"fort wayne, indiana, usa",37.0
183758,"minneapolis, minnesota, usa",36.0
213094,"watford, ontario, canada",34.0
70387,"northbrook, illinois, usa",22.0
35951,"urbana, missouri, usa",59.0
86302,"sault ste. marie, ontario, canada",29.0
96405,"calgary, alberta, canada",
127349,"melbourne, victoria, australia",15.0
6968,"li, new york, usa",28.0
26588,"des moines, washington, usa",
79296,"st. louis, missouri, usa",
124785,"penrith, cumbria, united kingdom",61.0
173239,"kirkwood, missouri, usa",
271588,"moran, wyoming, usa",35.0
208205,"clifton, virginia, usa",
21046,"landenberg, pennsylvania, usa",
184148,"virginia, minnesota, usa",
244896,"timberlea, nova scotia, canada",
245366,"ashburn, virginia, usa",46.0
250671,"littleton, massachusetts, usa",40.0
266670,"bethesda, maryland, usa",53.0
272348,"norcross, georgia, usa",44.0
250949,"burke, virginia, usa",14.0
116743,"midlothian, virginia, usa",
147049,"colchester, england, united kingdom",17.0
68075,"kings mountain, north carolina, usa",39.0
57221,"dallas, texas, usa",
180407,"cambridge, ontario, canada",
214025,"dartmouth, nova scotia, canada",
179536,"columbia, south carolina, usa",
13407,"rein-main ab, hessen, germany",14.0
64163,"muncie, indiana, usa",
120459,"alexandria, virginia, usa",
170679,"centerville, ohio, usa",
197891,"edmonton, alberta, canada",14.0
244926,"ventura, california, usa",17.0
204331,"knoxville, tennessee,",
19319,"montgomery village, maryland, usa",53.0
210478,"takoma park, maryland, usa",18.0
6853,"ft pierce, florida, usa",
16425,"duncan, ,",
34764,"etobicoke, ontario, canada",40.0
50544,"fremont, ,",
55999,"plainfield, illinois, usa",40.0
70003,"kent, ohio, usa",61.0
112733,"tallahassee, florida, usa",
193338,"chesapeake, virginia, usa",39.0
194590,"san diego, california, usa",
219759,"na, n/a, usa",
236421,"exeter, rhode island, usa",
248174,"sacramento, california, usa",31.0
168441,"hamilton, ontario, canada",53.0
30610,"virginia city, nevada, usa",
174253,"airdrie, alberta, canada",26.0
260788,"lisbon, n/a, portugal",47.0
110379,"champaign, illinois, usa",30.0
160557,"saint john, new brunswick, canada",33.0
184194,"saugus, california, usa",20.0
66700,"santa cruz, california, usa",
238821,"indianapolis, indiana, usa",50.0
254270,"solon, iowa, usa",34.0
55849,"montreal, quebec, canada",
56071,"ft lee, new jersey, usa",
83436,"anderson, california, usa",
212664,"atlanta, ,",43.0
270475,"lusby, maryland, usa",39.0
75835,"ewing, new jersey, usa",33.0
81699,"alameda, california, usa",
149322,"shelbyville, kentucky, usa",
216883,"troy, north carolina,",
244719,"lords valley, pennsylvania, usa",73.0
257703,"highlandville, missouri, usa",
17975,"fargo, north dakota, usa",
35864,"aberdeen, scotland, united kingdom",
57131,"golden, colorado, usa",
65109,"ofallon, illinois, usa",
81197,"calgary, alberta, canada",56.0
92897,"asheville, north carolina, usa",36.0
129132,"milton, west virginia, usa",
146240,"white rock, british columbia, canada",
170714,"bothell, washington, usa",
191009,"palm desert, california, usa",
204605,"vancouver, ,",
215642,"portland, oregon, usa",
233909,"abbotsford, british columbia, canada",
256808,"san jose, california, usa",64.0
15783,"boulder, montana, usa",
129135,"portland, oregon,",
204414,"plainfield, illinois, usa",42.0
242574,"plainfield, illinois, usa",
163679,"jacksonville, florida, usa",
192387,"huntington beach, california, usa",70.0
194685,"elizabeth, colorado, usa",
223115,"riverhead, new york, usa",
232185,"bartow, florida, usa",22.0
134194,"hillsboro, oregon, usa",
11006,"greymouth, westland, new zealand",49.0
93319,"ann arbor, michigan, usa",54.0
169322,"san mateo, rizal, philippines",21.0
54236,"las cruces, new mexico, usa",66.0
239295,"harrisburg, pennsylvania, usa",
163278,"toronto, ontario, canada",
126577,"santa ana, california, usa",
101962,"tacoma, washington, usa",34.0
245739,"elizabethtown, kentucky, usa",29.0
145574,"providence, rhode island, usa",
252562,"la jolla, california, usa",
16244,"toronto, ,",
33383,"albuquerque, new mexico, usa",33.0
16549,"westminster, maryland, usa",32.0
16659,"san diego, california, usa",52.0
39046,"cascade, colorado, usa",33.0
40499,"chicago, illinois, usa",
43103,"saint paul, minnesota, usa",
45971,"huntsville, alabama, usa",
77651,"edmonton, alberta, canada",21.0
142273,"swindon, wiltshire,",
146420,"cypress, california, usa",
153214,"port washington, new york, usa",17.0
197345,"toronto, ontario, canada",
205311,"colorado springs, ,",
237676,"windsor, connecticut, usa",29.0
253792,"portwashington, new york, usa",19.0
266862,"port st. lucie, florida, usa",32.0
274503,"brooklyn, new york, usa",15.0
131050,"st. paul, minnesota, usa",
171594,"alexandria, virginia, usa",24.0
87069,"bellingham, washington, usa",64.0
154799,"camarillo, california, usa",44.0
